Transaction_ID,Date_Time,Channel,Store_ID,SKU,Quantity,Total_Amount,Customer_ID
TXN-711581,2024-05-19 10:00:00,Store,MAD-001,SKU-4585,2,130.54,
TXN-667594,2025-02-26T00:00:00Z,Web,WEB-000,SKU-8019,1,44.46,
TXN-668797,2024-04-07T00:00:00Z,Web,WEB-000,SKU-4367,5,138.17,003xe0MEGveYxkM4hl
TXN-226831,2025-10-11T00:00:00Z,Web,WEB-000,SKU-6975,3,89.0,003LSFPOyeVuzFRrug
TXN-905133,2024-11-26 16:00:00,Store,COR-003,SKU-3935,4,122.44,0037KMa1BOqNBuNw6V
TXN-608506,2024-03-04 15:00:00,Store,MAD-001,SKU-1796,3,71.01,
TXN-126250,2024-03-26 11:00:00,Store,BCN-002,SKU-2688,3,184.05,003dmj0GNXe65wsLXX
TXN-528063,2024-03-13 20:00:00,Store,COR-003,SKU-3178,5,158.36,
TXN-253240,2025-02-27 20:00:00,Store,BCN-002,SKU-7553,1,59.61,
TXN-473957,2024-02-12 18:00:00,Store,COR-003,SKU-2678,4,50.7,
TXN-797667,2024-06-17T00:00:00Z,Web,WEB-000,SKU-6333,4,116.72,003k1BsH91wUiae554
TXN-150201,2025-09-17 17:00:00,Store,COR-003,SKU-7079,3,85.89,003Mwe3i16leWiInMV
TXN-741412,2024-02-27 19:00:00,Store,MAD-001,SKU-8871,2,14.39,003SAXlNA6JTgvjgsx
TXN-748032,2024-02-17 20:00:00,Store,BCN-002,SKU-5137,3,77.48,
TXN-538020,2024-12-12 16:00:00,Store,MAD-001,SKU-2104,2,148.77,003rEAPe19ASDKpEkP
TXN-456312,2025-07-31T00:00:00Z,Web,WEB-000,SKU-3197,5,100.54,0032kgBibGfwhgoBcr
TXN-297966,2024-04-01 18:00:00,Store,BCN-002,SKU-2580,3,13.91,
TXN-944759,2024-01-20 12:00:00,Store,MAD-001,SKU-9269,4,179.71,
TXN-904471,2025-02-11T00:00:00Z,Web,WEB-000,SKU-2773,2,133.66,003EhGIJcYhacRuCu7
TXN-982982,2025-10-31 17:00:00,Store,BCN-002,SKU-7285,5,26.15,003sq5URmer42D3lvB
TXN-166470,2025-08-22T00:00:00Z,Web,WEB-000,SKU-3843,5,119.3,003zDMczzwAvI5LIiN
TXN-435246,2025-01-23T00:00:00Z,Web,WEB-000,SKU-2457,3,180.05,
TXN-101884,2025-02-18T00:00:00Z,Web,WEB-000,SKU-9628,-4,-168.29,003FeEKBpQMSy9gsm5
TXN-329352,2024-10-11 17:00:00,Store,BCN-002,SKU-2813,3,152.08,003gVC3OxwNOJoVjpX
TXN-752140,2025-09-15T00:00:00Z,Web,WEB-000,SKU-7834,3,176.32,003QzJiUj7WugMYujh
TXN-807512,2026-01-01 18:00:00,Store,MAD-001,SKU-6667,4,165.51,003HwvSuZzabhgo7RN
TXN-763026,2025-12-06 12:00:00,Store,BCN-002,SKU-5858,5,139.19,
TXN-433515,2025-01-22T00:00:00Z,Web,WEB-000,SKU-4539,4,181.08,
TXN-574908,2025-10-27 20:00:00,Store,MAD-001,SKU-2027,3,156.0,003EJQx1NiGTwwqIKo
TXN-120818,2024-02-25T00:00:00Z,Web,WEB-000,SKU-5664,2,14.05,0035NS2O793IdMeuAg
TXN-726902,2024-06-23 12:00:00,Store,MAD-001,SKU-6566,1,47.11,003TKdgnYd9OKpAb7l
TXN-474316,2025-03-09T00:00:00Z,Web,WEB-000,SKU-3510,1,159.7,003BiOk9zMMbxzq7Kn
TXN-945032,2025-06-02T00:00:00Z,Web,WEB-000,SKU-8884,5,50.27,
TXN-448491,2024-07-05 15:00:00,Store,BCN-002,SKU-3836,4,149.8,003GEmm2RJga3M10iL
TXN-126494,2024-01-06T00:00:00Z,Web,WEB-000,SKU-2294,2,108.7,
TXN-689020,2025-08-10T00:00:00Z,Web,WEB-000,SKU-5756,4,171.49,
TXN-922858,2025-11-25 14:00:00,Store,MAD-001,SKU-9993,5,194.72,003r7atna8PeQyKSNl
TXN-391230,2024-04-09 15:00:00,Store,BCN-002,SKU-6946,1,64.4,
TXN-928695,2024-11-14 13:00:00,Store,BCN-002,SKU-3211,3,20.31,003zh9u1qmngONYKCG
TXN-182961,2025-04-16T00:00:00Z,Web,WEB-000,SKU-6401,5,184.11,0033SPExvD8mH9lmAp
TXN-209837,2024-04-29 19:00:00,Store,MAD-001,SKU-8839,1,127.33,
TXN-647260,2025-06-26 13:00:00,Store,COR-003,SKU-5920,5,71.11,003RBH8CsqJDSlA9PD
TXN-569827,2025-12-30 15:00:00,Store,MAD-001,SKU-8289,-5,-47.48,003bBypD2CcO2lZNhm
TXN-991131,2024-05-19 11:00:00,Store,MAD-001,SKU-4042,2,177.17,003j1FtiRZDuzlrZZl
TXN-481461,2024-09-02 16:00:00,Store,COR-003,SKU-9434,5,112.18,003r7atna8PeQyKSNl
TXN-329331,2025-12-10 17:00:00,Store,BCN-002,SKU-2814,3,189.22,003Iz3n2HQa3XJA2wC
TXN-708915,2025-12-29 17:00:00,Store,BCN-002,SKU-5565,5,33.44,003bYMuSWxF3m2XObi
TXN-154576,2025-06-18T00:00:00Z,Web,WEB-000,SKU-5066,4,36.47,003mqDKNTCTXtKDjOg
TXN-222190,2024-04-26 15:00:00,Store,COR-003,SKU-3517,5,62.28,
TXN-351737,2025-03-26 15:00:00,Store,BCN-002,SKU-7386,3,150.09,003U7aKZlRKLQwYXhd
TXN-205898,2025-03-03T00:00:00Z,Web,WEB-000,SKU-7796,1,98.62,003qgnc3uKHsZW0Bda
TXN-134473,2025-01-06 14:00:00,Store,MAD-001,SKU-2890,4,156.98,
TXN-460998,2025-08-29 16:00:00,Store,COR-003,SKU-7890,1,200.0,003qHSyZlc790MPkXn
TXN-607915,2024-08-18T00:00:00Z,Web,WEB-000,SKU-9326,1,66.86,003BztQZl6W3zH7WsH
TXN-414735,2024-09-16 11:00:00,Store,COR-003,SKU-5797,2,38.95,003fAYJwjtu9isddhE
TXN-855253,2025-08-21 18:00:00,Store,BCN-002,SKU-3563,2,134.04,
TXN-623584,2024-08-07 13:00:00,Store,BCN-002,SKU-9381,5,24.07,0036mThGS10j4fc5UW
TXN-109079,2024-07-12 18:00:00,Store,COR-003,SKU-5171,3,56.84,
TXN-615097,2025-12-05T00:00:00Z,Web,WEB-000,SKU-1616,5,18.0,003dmj0GNXe65wsLXX
TXN-578463,2024-02-11T00:00:00Z,Web,WEB-000,SKU-1484,-4,-39.7,003IG13onaNkcOJl4e
TXN-209262,2025-07-04T00:00:00Z,Web,WEB-000,SKU-2101,3,122.91,0031uMKQp0pU9jElSd
TXN-727217,2024-06-10 20:00:00,Store,COR-003,SKU-8788,2,190.08,003RBH8CsqJDSlA9PD
TXN-127793,2024-11-01 19:00:00,Store,MAD-001,SKU-5021,4,65.23,003zgixAN83MSPGLLr
TXN-836477,2025-07-14T00:00:00Z,Web,WEB-000,SKU-6399,2,163.06,
TXN-937740,2025-06-21T00:00:00Z,Web,WEB-000,SKU-5827,2,166.42,003SAXlNA6JTgvjgsx
TXN-441982,2024-11-01 10:00:00,Store,COR-003,SKU-2009,4,54.02,0031MsXRtUOnVNVlss
TXN-899447,2024-04-13T00:00:00Z,Web,WEB-000,SKU-6159,2,40.22,
TXN-231552,2025-02-02 18:00:00,Store,MAD-001,SKU-8341,2,187.8,003nmPCBqpw1oeJ8Dy
TXN-353568,2024-10-16 15:00:00,Store,BCN-002,SKU-6330,4,84.97,003sAVbBjdlMuiHqMI
TXN-723286,2025-05-30T00:00:00Z,Web,WEB-000,SKU-9320,2,12.16,
TXN-871074,2024-11-07 19:00:00,Store,BCN-002,SKU-5488,2,93.15,
TXN-294890,2026-01-04 15:00:00,Store,BCN-002,SKU-5678,2,156.26,003LAiTv5rOXvHjgxC
TXN-454762,2025-09-25 11:00:00,Store,MAD-001,SKU-1929,2,26.38,003H1425chey1a4ZRI
TXN-599255,2024-08-08T00:00:00Z,Web,WEB-000,SKU-2583,1,25.3,
TXN-703151,2024-05-06T00:00:00Z,Web,WEB-000,SKU-5553,3,87.47,003A9eTfnu7LjHzmfr
TXN-501782,2025-04-13 16:00:00,Store,BCN-002,SKU-2213,3,10.47,003PyJm4JD01TBsxdC
TXN-577101,2025-12-03 17:00:00,Store,BCN-002,SKU-3038,4,139.45,003U2vmBGpT54YZWNs
TXN-350856,2025-12-12 20:00:00,Store,COR-003,SKU-4108,1,169.61,00359AFn4CpDhRRG7v
TXN-798846,2025-05-08T00:00:00Z,Web,WEB-000,SKU-6157,3,70.94,003hXq9ROn6awlAeO4
TXN-935673,2024-08-09 16:00:00,Store,MAD-001,SKU-4321,5,190.94,
TXN-283867,2024-08-25T00:00:00Z,Web,WEB-000,SKU-6899,5,126.25,0036OoaTFzLmgcBx2g
TXN-836056,2024-03-03T00:00:00Z,Web,WEB-000,SKU-7354,4,194.11,
TXN-459724,2024-11-23 19:00:00,Store,MAD-001,SKU-2561,5,78.25,003aXrTMfWPhHJU38x
TXN-405711,2025-12-06 18:00:00,Store,BCN-002,SKU-6464,4,130.12,
TXN-842214,2024-02-06T00:00:00Z,Web,WEB-000,SKU-4511,2,49.01,
TXN-297147,2024-09-28T00:00:00Z,Web,WEB-000,SKU-8727,-3,-104.2,003E6Wka00NNzBBkx2
TXN-664519,2024-06-23 15:00:00,Store,MAD-001,SKU-8097,3,177.9,003FeEKBpQMSy9gsm5
TXN-799355,2025-03-02 13:00:00,Store,BCN-002,SKU-5064,3,170.31,003wTIzAxepf2qeaG7
TXN-296984,2025-12-21T00:00:00Z,Web,WEB-000,SKU-5220,1,159.01,
TXN-260224,2025-08-02T00:00:00Z,Web,WEB-000,SKU-1917,1,41.07,003HwvSuZzabhgo7RN
TXN-738215,2024-11-20T00:00:00Z,Web,WEB-000,SKU-1002,3,111.36,0031RQPJfe967DPaWQ
TXN-733528,2024-01-29T00:00:00Z,Web,WEB-000,SKU-5296,1,12.59,003ix3nAuWk6AliT9R
TXN-673782,2025-06-29 19:00:00,Store,MAD-001,SKU-9382,4,11.86,003i9e0xe5B8qg5a2j
TXN-358834,2024-03-27 15:00:00,Store,MAD-001,SKU-4689,1,23.32,003MHYtDFPD9d28YSU
TXN-365446,2025-11-11 11:00:00,Store,COR-003,SKU-8910,5,116.11,003FeEKBpQMSy9gsm5
TXN-103933,2024-09-16 11:00:00,Store,COR-003,SKU-5707,4,34.27,
TXN-280531,2025-06-04 11:00:00,Store,BCN-002,SKU-6324,2,132.11,003Iyq0NMw33c440Kp
TXN-952594,2024-02-27T00:00:00Z,Web,WEB-000,SKU-9584,1,163.58,
TXN-445139,2025-01-17T00:00:00Z,Web,WEB-000,SKU-3814,2,92.41,003zEtdp7zvASbU8Ut
TXN-697455,2025-07-24T00:00:00Z,Web,WEB-000,SKU-1275,3,157.86,003jztrXN9uz87xXBy
TXN-814461,2024-11-11 17:00:00,Store,MAD-001,SKU-5034,4,28.1,
TXN-204504,2024-11-18 10:00:00,Store,BCN-002,SKU-2678,1,74.69,003XfMtqYcMzN7d0q2
TXN-957025,2025-05-08 10:00:00,Store,BCN-002,SKU-4957,3,93.97,003EJQx1NiGTwwqIKo
TXN-749937,2024-07-17 15:00:00,Store,COR-003,SKU-1792,1,149.57,003Q88xkNy3jOxPApt
TXN-847651,2024-01-20 13:00:00,Store,COR-003,SKU-6591,5,194.02,003ivGy6hhXqFSI3rl
TXN-695704,2024-09-21T00:00:00Z,Web,WEB-000,SKU-2143,2,121.2,003mrFFSHsFHcpocIY
TXN-796217,2024-02-08T00:00:00Z,Web,WEB-000,SKU-1539,4,47.96,
TXN-249779,2024-03-17T00:00:00Z,Web,WEB-000,SKU-3560,4,18.86,
TXN-395586,2025-02-22T00:00:00Z,Web,WEB-000,SKU-7734,4,163.23,
TXN-894800,2024-11-18 19:00:00,Store,COR-003,SKU-8445,2,136.41,003dKykMB5eSu0vpMO
TXN-313515,2024-10-02T00:00:00Z,Web,WEB-000,SKU-5039,3,54.3,0039wzx6Kn4dQQPsTo
TXN-477284,2025-08-08 14:00:00,Store,COR-003,SKU-2810,4,21.51,003fAYJwjtu9isddhE
TXN-583731,2025-04-11 12:00:00,Store,BCN-002,SKU-6553,3,171.72,003wl0fqv1DDpxqsgG
TXN-356186,2025-06-12 14:00:00,Store,COR-003,SKU-6514,1,50.67,003jxXp4gCEZL7WL88
TXN-398833,2024-05-16T00:00:00Z,Web,WEB-000,SKU-3753,3,67.19,003nsDCPDlLIZXmBwo
TXN-174521,2024-07-23 19:00:00,Store,MAD-001,SKU-2246,2,199.97,003pyE7n3Gqzn80fdO
TXN-946987,2024-09-29T00:00:00Z,Web,WEB-000,SKU-3653,-5,-77.45,003LKelrn3JDjJUq1k
TXN-269100,2025-06-23 14:00:00,Store,MAD-001,SKU-5129,3,41.95,003NXTPEcnrRNqLQZu
TXN-531946,2025-05-10T00:00:00Z,Web,WEB-000,SKU-5882,5,153.23,
TXN-672374,2025-12-21T00:00:00Z,Web,WEB-000,SKU-6156,4,41.65,
TXN-730117,2025-11-21T00:00:00Z,Web,WEB-000,SKU-4442,1,197.46,
TXN-958222,2025-04-26 11:00:00,Store,BCN-002,SKU-1776,5,68.28,0033Islk5DOuGaE0IW
TXN-700386,2025-09-18T00:00:00Z,Web,WEB-000,SKU-2287,2,96.22,0039rYc9OsKdmtoz1n
TXN-259855,2024-05-06 16:00:00,Store,COR-003,SKU-4413,1,15.14,003xr5lkyVX5HBJe46
TXN-108055,2024-06-18 12:00:00,Store,COR-003,SKU-8865,5,175.13,003jYbyfsk9j6ZJ3KB
TXN-479794,2024-08-03T00:00:00Z,Web,WEB-000,SKU-1994,3,135.68,
TXN-690506,2024-07-26 15:00:00,Store,BCN-002,SKU-3843,5,50.47,003vlbrNKMmp3eRuA1
TXN-997748,2024-06-07T00:00:00Z,Web,WEB-000,SKU-5300,1,10.78,003MosUxtHH406oDm0
TXN-394290,2025-10-26 14:00:00,Store,COR-003,SKU-9508,1,199.69,003Q0mhMKpKaOm2YI3
TXN-108315,2025-04-10 17:00:00,Store,COR-003,SKU-1491,5,91.22,003zAmkn453AwDeBUm
TXN-403324,2024-03-16 18:00:00,Store,BCN-002,SKU-9347,2,58.89,0031kmjnxFhFIQE2XH
TXN-696231,2025-10-22 17:00:00,Store,COR-003,SKU-6526,4,134.24,003nsDCPDlLIZXmBwo
TXN-948188,2024-04-05T00:00:00Z,Web,WEB-000,SKU-9660,2,29.5,
TXN-155612,2025-02-17T00:00:00Z,Web,WEB-000,SKU-7028,3,150.05,003U2vmBGpT54YZWNs
TXN-785523,2024-08-03 20:00:00,Store,BCN-002,SKU-8426,-3,-15.06,003mrFFSHsFHcpocIY
TXN-497122,2024-05-01T00:00:00Z,Web,WEB-000,SKU-1492,5,128.43,003HwvSuZzabhgo7RN
TXN-769966,2025-08-23 11:00:00,Store,MAD-001,SKU-8959,5,79.01,
TXN-140017,2024-08-18 17:00:00,Store,MAD-001,SKU-7613,-3,-190.77,003SwEDrSHc2vfXD0w
TXN-977168,2025-06-18 13:00:00,Store,COR-003,SKU-1894,4,50.0,003hb5ppqSo3T2txOl
TXN-562661,2024-10-26 14:00:00,Store,BCN-002,SKU-8123,2,137.01,00339r3lU83FaBjgAf
TXN-791239,2025-07-20 10:00:00,Store,COR-003,SKU-6481,4,95.92,
TXN-360384,2024-11-02 13:00:00,Store,COR-003,SKU-7998,5,134.42,003UY6J2n6ZLR5DsOl
TXN-709430,2024-04-30 10:00:00,Store,MAD-001,SKU-3156,-1,-49.37,
TXN-269014,2024-01-23T00:00:00Z,Web,WEB-000,SKU-3941,1,50.44,003tTu4oQtMLaDNxCU
TXN-420057,2024-02-20 13:00:00,Store,COR-003,SKU-3212,1,120.61,003OZnxuzLUmGBMV4t
TXN-710500,2025-11-08 15:00:00,Store,BCN-002,SKU-5847,2,96.03,
TXN-692945,2025-01-25T00:00:00Z,Web,WEB-000,SKU-8270,2,40.97,
TXN-534890,2025-12-15 10:00:00,Store,COR-003,SKU-8051,2,183.0,003qIL43vTab1STc8X
TXN-251126,2025-02-16 15:00:00,Store,BCN-002,SKU-7311,1,56.74,003iZFBY72zg15ulWB
TXN-399652,2024-01-12 14:00:00,Store,BCN-002,SKU-8473,1,47.72,003FcXudse4L5zEJAY
TXN-433964,2025-04-16T00:00:00Z,Web,WEB-000,SKU-7634,2,39.5,003zylZCSDJjZpiw1n
TXN-196563,2025-01-25 20:00:00,Store,COR-003,SKU-1827,4,76.63,003xvptlpf78vC1RTy
TXN-627388,2024-08-03 13:00:00,Store,COR-003,SKU-8132,5,125.96,003Gl2laaQRxP8RHUf
TXN-616476,2024-09-24 14:00:00,Store,COR-003,SKU-6297,4,34.77,003G7Tc2GnwUzpreKA
TXN-242892,2024-04-03T00:00:00Z,Web,WEB-000,SKU-1788,4,52.85,
TXN-629643,2025-02-23T00:00:00Z,Web,WEB-000,SKU-8779,-1,-60.07,00327wlQzyOJ37IVJo
TXN-606860,2025-07-28T00:00:00Z,Web,WEB-000,SKU-8782,5,33.51,
TXN-661535,2024-03-31 13:00:00,Store,COR-003,SKU-6813,4,153.01,003lwuptT9eH66lo6c
TXN-896280,2025-04-03 10:00:00,Store,BCN-002,SKU-3291,4,120.86,003fhQ2zPShhFdjweR
TXN-166645,2024-12-29T00:00:00Z,Web,WEB-000,SKU-2048,5,96.34,003OJ21SLEW12oDy7a
TXN-231187,2024-05-12T00:00:00Z,Web,WEB-000,SKU-2089,3,142.07,0032tF32ZqboBR5zNB
TXN-621250,2024-02-04 14:00:00,Store,COR-003,SKU-5125,2,170.41,003n3CpMF5BvhUpl5C
TXN-694112,2025-07-02T00:00:00Z,Web,WEB-000,SKU-9943,5,50.1,
TXN-740823,2025-07-27 17:00:00,Store,COR-003,SKU-5344,2,44.49,
TXN-378195,2025-05-26 11:00:00,Store,COR-003,SKU-1901,1,144.83,
TXN-562978,2025-06-27 19:00:00,Store,MAD-001,SKU-9615,3,112.63,003jztrXN9uz87xXBy
TXN-330995,2024-12-24 14:00:00,Store,MAD-001,SKU-9292,3,199.84,
TXN-750443,2024-04-13T00:00:00Z,Web,WEB-000,SKU-7237,4,184.76,
TXN-717450,2025-10-14 20:00:00,Store,BCN-002,SKU-9589,3,36.16,003sqNya7ekijAKHer
TXN-513002,2025-05-24 18:00:00,Store,BCN-002,SKU-2435,1,69.71,0038OwRRjTbFf9GkZX
TXN-709405,2024-05-21 16:00:00,Store,BCN-002,SKU-7681,1,79.68,
TXN-834887,2025-05-28 11:00:00,Store,COR-003,SKU-4280,4,194.23,003DrtXUpSmPsgMN98
TXN-628429,2025-05-28T00:00:00Z,Web,WEB-000,SKU-6236,-3,-25.29,
TXN-944336,2025-06-23 19:00:00,Store,COR-003,SKU-8413,3,153.44,003eSgHa6QB5PDNc1K
TXN-142405,2025-07-24 17:00:00,Store,MAD-001,SKU-5087,5,16.68,
TXN-741943,2024-10-26 15:00:00,Store,BCN-002,SKU-8963,5,81.44,
TXN-845233,2024-09-27T00:00:00Z,Web,WEB-000,SKU-3020,3,83.57,003dW3dh3ze7XApubn
TXN-740369,2025-06-22T00:00:00Z,Web,WEB-000,SKU-5006,5,176.66,003Fl31gWp8U4QPBLF
TXN-640678,2025-07-02 14:00:00,Store,MAD-001,SKU-8468,4,59.31,003hraJ6QPIFbRGp0O
TXN-475084,2024-11-02T00:00:00Z,Web,WEB-000,SKU-6386,5,15.38,003jEtl9sp5AVB0BPl
TXN-391828,2025-06-16 11:00:00,Store,BCN-002,SKU-7777,4,92.98,
TXN-218177,2024-11-27 14:00:00,Store,MAD-001,SKU-2751,5,130.39,003kEVfUIY9QtMH3sU
TXN-886372,2025-08-12 10:00:00,Store,BCN-002,SKU-2475,1,20.64,003DsF0UiRhHDONaoz
TXN-962898,2025-08-20 12:00:00,Store,COR-003,SKU-7658,4,164.77,
TXN-235537,2025-02-03 13:00:00,Store,MAD-001,SKU-5286,4,30.21,
TXN-193490,2024-12-29T00:00:00Z,Web,WEB-000,SKU-2134,-2,-154.45,003Fl31gWp8U4QPBLF
TXN-523815,2025-01-26 20:00:00,Store,COR-003,SKU-4093,4,95.72,
TXN-729854,2025-10-12T00:00:00Z,Web,WEB-000,SKU-3816,4,59.42,003FEYfUYs38FsDsCY
TXN-855320,2025-02-20 10:00:00,Store,BCN-002,SKU-9634,2,92.66,003B9C4Lqr6jLA9ANl
TXN-525253,2024-07-13 16:00:00,Store,COR-003,SKU-2523,3,145.57,
TXN-350500,2025-07-18T00:00:00Z,Web,WEB-000,SKU-7158,5,66.07,003dW3dh3ze7XApubn
TXN-349935,2024-03-07T00:00:00Z,Web,WEB-000,SKU-7333,1,11.84,
TXN-794014,2025-09-13T00:00:00Z,Web,WEB-000,SKU-5809,5,20.79,003TxEJuzQk22l9dFl
TXN-691470,2025-02-24 11:00:00,Store,BCN-002,SKU-8956,4,168.25,003Chl8i4UoAuiSNIQ
TXN-795562,2024-04-08T00:00:00Z,Web,WEB-000,SKU-9139,5,88.08,003r3xDt0jlnYRKV3i
TXN-542310,2025-08-15 12:00:00,Store,BCN-002,SKU-7989,5,138.28,003CZMD06XXUtGNT0C
TXN-387161,2025-02-22T00:00:00Z,Web,WEB-000,SKU-2948,2,38.2,003sqNya7ekijAKHer
TXN-702793,2025-10-28 14:00:00,Store,BCN-002,SKU-4326,3,178.27,003wTIzAxepf2qeaG7
TXN-816685,2025-09-07 17:00:00,Store,MAD-001,SKU-2837,2,41.46,003dx95wDCVSPscadd
TXN-780786,2024-12-25 12:00:00,Store,COR-003,SKU-2821,2,153.73,003aaeIZtgvvPMSupR
TXN-693864,2024-05-23T00:00:00Z,Web,WEB-000,SKU-8786,-4,-29.64,003C21U9I0taSfPPO2
TXN-761141,2025-05-16 13:00:00,Store,BCN-002,SKU-7545,1,103.52,003UV2E4GbMqBznUYw
TXN-957814,2025-03-29T00:00:00Z,Web,WEB-000,SKU-1499,2,190.37,003U7aKZlRKLQwYXhd
TXN-413267,2025-08-17T00:00:00Z,Web,WEB-000,SKU-1748,4,118.07,
TXN-552038,2024-08-08T00:00:00Z,Web,WEB-000,SKU-2559,4,101.26,
TXN-982579,2024-12-18T00:00:00Z,Web,WEB-000,SKU-8432,5,99.25,003Ql4BmpwSANaYFw7
TXN-698972,2024-01-23 17:00:00,Store,MAD-001,SKU-4536,1,139.67,003beDwGufrBXUnoSd
TXN-509134,2025-12-06 20:00:00,Store,MAD-001,SKU-6647,-1,-133.88,003XnyACJYS9Q3af3v
TXN-302354,2024-11-04T00:00:00Z,Web,WEB-000,SKU-8036,4,107.14,
TXN-897038,2025-04-13T00:00:00Z,Web,WEB-000,SKU-8734,1,165.32,
TXN-161982,2025-02-12 15:00:00,Store,COR-003,SKU-5371,3,198.59,003lFwcCzLgu510dSC
TXN-743406,2024-09-22T00:00:00Z,Web,WEB-000,SKU-5013,3,149.26,
TXN-211541,2025-02-17 19:00:00,Store,MAD-001,SKU-4226,3,175.27,003AzOoAMUnuiS8mGs
TXN-745221,2024-07-05 19:00:00,Store,MAD-001,SKU-1141,1,18.09,0037EXyh5nBLR5dgtY
TXN-336759,2024-01-28T00:00:00Z,Web,WEB-000,SKU-8761,4,196.14,003IpRxicY07mKWAWq
TXN-586174,2025-06-13T00:00:00Z,Web,WEB-000,SKU-2550,4,86.83,003XFYTrVrFuLWU8Pm
TXN-731228,2025-05-21 14:00:00,Store,COR-003,SKU-1329,2,138.2,003EJQx1NiGTwwqIKo
TXN-480308,2024-11-28T00:00:00Z,Web,WEB-000,SKU-6674,1,137.0,003kOR8aRLUJwt4KLG
TXN-847426,2025-12-20 10:00:00,Store,BCN-002,SKU-5702,1,133.24,0036EcH7IJXaliZnkf
TXN-762080,2024-04-06T00:00:00Z,Web,WEB-000,SKU-3033,2,189.47,
TXN-815782,2025-08-11T00:00:00Z,Web,WEB-000,SKU-3691,2,43.95,003fAYJwjtu9isddhE
TXN-619962,2025-11-08T00:00:00Z,Web,WEB-000,SKU-7282,2,80.73,003Zn9zMwsUaIFju33
TXN-325268,2025-04-21T00:00:00Z,Web,WEB-000,SKU-1451,4,76.84,003UydEgO9I7RoooFV
TXN-212360,2024-08-16T00:00:00Z,Web,WEB-000,SKU-9369,-2,-108.8,003rJaCe2Vw8FX70bU
TXN-402313,2024-05-22 17:00:00,Store,COR-003,SKU-6632,-1,-119.77,
TXN-100410,2024-02-27 13:00:00,Store,MAD-001,SKU-1905,1,10.93,
TXN-533584,2024-02-14 15:00:00,Store,BCN-002,SKU-6678,2,125.66,003MJigYHFeK0cY1az
TXN-138683,2025-03-29 17:00:00,Store,COR-003,SKU-4584,-1,-164.04,003rQuuQhmO1uHcXGu
TXN-564216,2024-06-02 18:00:00,Store,BCN-002,SKU-8227,2,76.87,003FmLgfyeW4Jj3EO2
TXN-827275,2024-09-16 17:00:00,Store,COR-003,SKU-2883,1,185.06,003VMptmTITH9rLx8c
TXN-501352,2025-08-19T00:00:00Z,Web,WEB-000,SKU-5253,2,174.35,003BiOk9zMMbxzq7Kn
TXN-646964,2025-04-29T00:00:00Z,Web,WEB-000,SKU-9093,1,67.96,003B6gFQG87Z5vOJyO
TXN-217114,2025-01-30T00:00:00Z,Web,WEB-000,SKU-4071,3,165.89,003VVhSt6uiZGS1EP8
TXN-257007,2024-05-10T00:00:00Z,Web,WEB-000,SKU-2139,1,82.96,003mZxzcPrSMcUmO4A
TXN-800034,2025-03-22 19:00:00,Store,COR-003,SKU-6961,1,69.48,003Iyq0NMw33c440Kp
TXN-805241,2024-04-04T00:00:00Z,Web,WEB-000,SKU-6962,1,174.98,003DMmEcdGDxz8OjAW
TXN-778711,2025-05-24T00:00:00Z,Web,WEB-000,SKU-4216,4,191.77,003V5dNfhAa7Ge81aJ
TXN-705254,2024-07-25T00:00:00Z,Web,WEB-000,SKU-1412,3,81.33,
TXN-416089,2025-06-27 14:00:00,Store,MAD-001,SKU-5521,5,29.2,003hyDyr58d6jrgrb1
TXN-523066,2025-07-07 13:00:00,Store,MAD-001,SKU-4267,5,21.61,003kP9PYb6OU9jIW79
TXN-518321,2024-11-27 16:00:00,Store,MAD-001,SKU-4456,1,42.3,0031uLsRSlAOkQ5zoW
TXN-272286,2025-09-30 17:00:00,Store,MAD-001,SKU-6446,2,53.83,
TXN-388731,2024-09-18 12:00:00,Store,COR-003,SKU-1332,1,47.77,
TXN-377847,2025-03-26T00:00:00Z,Web,WEB-000,SKU-3898,1,159.02,
TXN-653249,2025-04-19 18:00:00,Store,BCN-002,SKU-4970,2,42.98,003cn0loiuQRmNh7bX
TXN-948192,2025-03-19 16:00:00,Store,COR-003,SKU-6520,2,31.71,
TXN-263647,2024-09-09 20:00:00,Store,COR-003,SKU-8631,4,175.79,003DMmEcdGDxz8OjAW
TXN-523039,2024-10-07T00:00:00Z,Web,WEB-000,SKU-7038,2,156.28,003XFYTrVrFuLWU8Pm
TXN-280438,2025-08-11 19:00:00,Store,MAD-001,SKU-3846,5,91.34,003y4xtF6K3sgNZT0O
TXN-664117,2025-12-07T00:00:00Z,Web,WEB-000,SKU-8173,-3,-69.92,003irlcKA3WuytJ9Uz
TXN-396454,2025-11-09 19:00:00,Store,BCN-002,SKU-7806,2,155.84,
TXN-112006,2024-07-30 11:00:00,Store,COR-003,SKU-5625,4,137.91,003SBams5GBxwinyPS
TXN-700948,2025-01-31 18:00:00,Store,BCN-002,SKU-6422,4,169.99,003PMj2Gr0G0ASNNJv
TXN-887569,2024-01-04T00:00:00Z,Web,WEB-000,SKU-7299,3,133.29,0033i5fMKBXuVGQ7lg
TXN-161049,2024-01-29 19:00:00,Store,BCN-002,SKU-4849,5,171.7,
TXN-217242,2024-11-11T00:00:00Z,Web,WEB-000,SKU-6979,4,147.75,003SA37MjFCUHwibQH
